seed,policy,threshold,coverage,abstention_rate,selective_accuracy,selective_macro_f1,error_rate_on_covered,review_rate,absent_recall,new_recall,persistent_recall,resolved_recall
84,low_confidence_only,0.8,0.9196428571428571,0.08035714285714286,0.8155339805825242,0.3977272778252571,0.18446601941747576,0.25892857142857145,0.9415204678362573,0.4166666666666667,0.09090909090909091,0.08333333333333333
123,strict,0.55,0.7235023041474654,0.2764976958525346,0.8535031847133758,0.3183845029239766,0.14649681528662417,0.2764976958525346,0.9777777777777777,0.1,0.0,0.125
123,strict,0.6,0.7096774193548387,0.2903225806451613,0.8571428571428571,0.3189484126984127,0.1428571428571429,0.2903225806451613,0.9774436090225563,0.1,0.0,0.125
123,strict,0.65,0.7004608294930875,0.2995391705069124,0.8552631578947368,0.3186896135265701,0.14473684210526316,0.2995391705069124,0.9770992366412213,0.1,0.0,0.125
123,strict,0.7,0.6774193548387096,0.3225806451612903,0.8639455782312925,0.23345588235294118,0.13605442176870752,0.3225806451612903,0.9769230769230769,0.0,0.0,0.0
123,strict,0.75,0.663594470046083,0.33640552995391704,0.8680555555555556,0.2332089552238806,0.13194444444444442,0.33640552995391704,0.9765625,0.0,0.0,0.0
123,strict,0.8,0.663594470046083,0.33640552995391704,0.8680555555555556,0.2332089552238806,0.13194444444444442,0.33640552995391704,0.9765625,0.0,0.0,0.0
123,confidence_margin,0.55,0.9769585253456221,0.02304147465437788,0.7594339622641509,0.3671394141638858,0.24056603773584906,0.2764976958525346,0.9,0.1111111111111111,0.1,0.35714285714285715
123,confidence_margin,0.6,0.9585253456221198,0.041474654377880185,0.7644230769230769,0.373141186299081,0.23557692307692313,0.2903225806451613,0.9041916167664671,0.1111111111111111,0.1111111111111111,0.35714285714285715
123,confidence_margin,0.65,0.9400921658986175,0.059907834101382486,0.7647058823529411,0.3761500379874029,0.23529411764705888,0.2995391705069124,0.9079754601226994,0.1111111111111111,0.1111111111111111,0.35714285714285715
123,confidence_margin,0.7,0.9078341013824884,0.09216589861751152,0.7766497461928934,0.3581118881118881,0.2233502538071066,0.3225806451612903,0.9130434782608695,0.06666666666666667,0.125,0.3076923076923077
123,confidence_margin,0.75,0.880184331797235,0.11981566820276497,0.7905759162303665,0.37412775093934514,0.2094240837696335,0.33640552995391704,0.9235668789808917,0.07142857142857142,0.125,0.3333333333333333
